key	value
schema_version	1
review_id	RETAINED-SUPPLY-COORDINATE-GENERATION-CONTRACT-001
decision	INTERVENTION_RETAINED_COORDINATE_PROGRESS_AND_GENERATION_CONTRACTS_DEFINED
concrete_object_count	41
existing_digest_bound_count	14
legacy_drive_coordinate_bound_count	24
missing_coordinate_count	3
legacy_result_index_upgrade_count	24
generation_contract_count	7
generation_contract_defined_count	7
population_authorized	NO
materializer_design_authorized	NO
byte_acquisition_authorized	NO
generation_root_creation_authorized	NO
next_action	close-three-missing-result-coordinates-upgrade-legacy-indexes-and-census-member-sizes
authority_effect	READ_ONLY_COORDINATE_AND_GENERATION_CONTRACT_REVIEW_ONLY_NO_ACQUISITION_EXTRACTION_COPY_POPULATION_MATERIALIZATION_DEPLOYMENT_OR_ACTIVATION
