evidence_row_id	package	version	path	content_sha256	lookup_name	soname	capability_memberships	direct_consumer_count	passive_map_state	passive_map_category	semantic_authority	profile_scope	runtime_inclusion_state	provider_authority_state	source_recipe_state	candidate_recipe_trees	artifact_sha256	update_domain
selected:af022a205bb264f563c7	libx11-glibc	1.8.11	/data/data/com.termux/files/usr/glibc/lib/libX11.so.6.4.0	1d28ce6412b7919e6ad7592d327e7ee5fdf72551868657b8d8eecc3f8ac69e04	libX11.so.6	libX11.so.6	electron.gui.gtk3	15	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	PLATFORM_INTEGRATION_PROVIDER	BASE_X11	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	e7ec2c34d030119954edfe3e9d28e68b4da27b0f	a0c249dd82f5bcf46d61501a436fcfc2e317869a06913c4b8488c9d3d19dca1a	X11_PLATFORM_PROVIDER_UPDATE
selected:4b6f97ce3153fa0686ed	libxau-glibc	1.0.12	/data/data/com.termux/files/usr/glibc/lib/libXau.so.6.0.0	1a8bc733979360f2e3327d805efe64f9306247bacb90cac9efdc0cf1e033bb89	libXau.so.6	libXau.so.6	electron.gui.gtk3	9	MAPPED_SOURCE_SUBSTITUTE	SELECTED_SOURCE_SUBSTITUTE	PLATFORM_INTEGRATION_PROVIDER	BASE_X11	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	d6c020d125b60cecb673fc102ed7dbc041ad9fd3	7f2c0624638feed515899e3acbb1ec475ba97c9442b5a276dabaea652d9db62c	X11_PLATFORM_PROVIDER_UPDATE
selected:f0e58d3f0ce7cc530cec	libxdmcp-glibc	1.1.5	/data/data/com.termux/files/usr/glibc/lib/libXdmcp.so.6.0.0	0245743bb594ee1ac2c1325873d70407c790f890477d8a0fe8323bda8803f705	libXdmcp.so.6	libXdmcp.so.6	electron.gui.gtk3	9	MAPPED_SOURCE_SUBSTITUTE	SELECTED_SOURCE_SUBSTITUTE	PLATFORM_INTEGRATION_PROVIDER	BASE_X11	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	77b9e105680453fb061b8bc09ac7d05cdc87a0ba	b07513746d141bb11ff2c5cd496c0131da3ddbdb24bf92d51635d6b3c93ad1fb	X11_PLATFORM_PROVIDER_UPDATE
selected:0edf3d0cc1b925601dec	libxext-glibc	1.3.6	/data/data/com.termux/files/usr/glibc/lib/libXext.so.6.4.0	a93ba9939545c2ea11ebba52a720abb1e35223b2f3ee2a8a86ab93426ad5845c	libXext.so.6	libXext.so.6	electron.gui.gtk3	7	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	PLATFORM_INTEGRATION_PROVIDER	BASE_X11	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	41641853a3c83b450ee37070ff580997029378f5	09a989f92535f27343bf9d8904bf43e7a8a7827f5ef910eed45d112ad5bf0590	X11_PLATFORM_PROVIDER_UPDATE
selected:f0bbabff87ca0e031855	libxrandr-glibc	1.5.4	/data/data/com.termux/files/usr/glibc/lib/libXrandr.so.2.2.0	c1b8c73864685b43eeead0ae3b3b49207b9b1db537326cb536a53479fd6a808b	libXrandr.so.2	libXrandr.so.2	electron.gui.gtk3	2	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	PLATFORM_INTEGRATION_PROVIDER	BASE_X11	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	cafe7be276b3530873afc4fdabbc3eac076cdfeb	2e403fc0d8f319933866f63478148f436757c801c5162362d3aa6732d7a567b8	X11_PLATFORM_PROVIDER_UPDATE
selected:dff05f9cf975d0574e77	libxrender-glibc	0.9.12	/data/data/com.termux/files/usr/glibc/lib/libXrender.so.1.3.0	d05d09c2acfd577d27b7cc02f59497841a8c38fec5634cfb8eab0eaa76cc2dce	libXrender.so.1	libXrender.so.1	electron.gui.gtk3	3	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	PLATFORM_INTEGRATION_PROVIDER	BASE_X11	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	da40bf3242b2b13acdf7eb121fdfd73180fff1f8	86b181007e83f8055f77b964aa77dce2fd48949c04b5d5f1f7be9f8c83cfab52	X11_PLATFORM_PROVIDER_UPDATE
selected:9b67e335d60927004eaa	libexpat-glibc	2.6.4	/data/data/com.termux/files/usr/glibc/lib/libexpat.so.1.10.0	48f8acf398ac16610f175b58b07630dec00a1086bbe1cace957e6c6907b6b33f	libexpat.so.1	libexpat.so.1	electron.graphics.gbm-base;electron.gui.gtk3	4	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	BASE_OBSIDIAN;GRAPHICS_FREEDRENO	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	b1b735cd8ea1225980312baea62ec10b0c2cb869	f911eb4f29a2f1f048562db880152b633334b59a2a705b4c5077b5c579ec7d5a	GENERIC_PROVIDER_UPDATE
selected:e97588cf8165c6be7ff8	gcc-libs-glibc	14.2.1-1	/data/data/com.termux/files/usr/glibc/lib/libgcc_s.so.1	22d5db25fece632754f7a0fb1c6586eb6e93eab6a5866da487b86f115d4e389d	libgcc_s.so.1	libgcc_s.so.1	runtime.compiler-support	7	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	GENERIC_SHARED_CAPABILITY_PROVIDER	BASE_COMPILER_RUNTIME	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	5c6db1111e6af1cecc905f83e22c88f5b8ccb398	919c2e80a629d674dd450b0a0edd11378284f1ed9d2a8fd3c9c91d7ac72f041f	GENERIC_PROVIDER_UPDATE
selected:d7a006bd7255eb7528fa	libxcb-glibc	1.17.0-1	/data/data/com.termux/files/usr/glibc/lib/libxcb-render.so.0.0.0	1a86c1656e55d68baa3b11cb7d704b040f65ccec519d983c21995e94e37379b9	libxcb-render.so.0	libxcb-render.so.0	electron.gui.gtk3	1	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	PLATFORM_INTEGRATION_PROVIDER	BASE_X11;GTK_GRAPHICS_CONDITIONAL	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	4cd7d799304e6ea67ef5de174e77991022015129	5e737e2bb57a0a1919be298b5f60c8a6b8f9cc79225f1b90c566bcdba73133a0	X11_PLATFORM_PROVIDER_UPDATE
selected:1db3e19f8149cb08a78c	libxcb-glibc	1.17.0-1	/data/data/com.termux/files/usr/glibc/lib/libxcb-shm.so.0.0.0	e4e455da0829126d0fc2a4c2554bce4d9b122bc26ff2b43ecb0bdec07c8d2c30	libxcb-shm.so.0	libxcb-shm.so.0	electron.gui.gtk3	2	MAPPED_SELECTED_OBJECT	NOT_OBSERVED_OR_NOT_APPLICABLE	PLATFORM_INTEGRATION_PROVIDER	BASE_X11;GTK_GRAPHICS_CONDITIONAL	ACCEPTED_BASE	ACCEPTED_OBJECT_SCOPED_AUTHORITY	SOURCE_RECIPE_ACCEPTED	4cd7d799304e6ea67ef5de174e77991022015129	5e737e2bb57a0a1919be298b5f60c8a6b8f9cc79225f1b90c566bcdba73133a0	X11_PLATFORM_PROVIDER_UPDATE
