key	value
schema_version	1
design_review_id	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-EVIDENCE-TRANSACTION-DESIGN-REVIEW-001
candidate_state	QUALIFIED_NON_EXECUTING_READ_ONLY_LOCAL_SUPPLY_MAP_EVIDENCE_TRANSACTION_DESIGN_CANDIDATE
acceptance_gate	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-EVIDENCE-TRANSACTION-DESIGN-ACCEPTANCE-OPEN
source_contract_acceptance_id	SELECTED-PROVIDER-LOCAL-SUPPLY-MAP-CONTRACT-ACCEPT-001
source_contract_acceptance_sha256	5401f46120d147394932d0004a2a37c761fc6471acaeabd730b90f1e5d859cd1
source_contract_sha256	2223af964e74cc8bb221d13e559e49aaf03abe364985346cb1d8e43973c6640e
source_validation_contract_sha256	0df8d9c7ddc28098ee220ee634a139b04aaa3d241bd36b2a4eb57ef8fbc41198
source_receipt_schema_sha256	8f7c8d26f7e646e431e6be53526b55ccc3f5c65584b4c2306e9d19544a9396fa
input_contract_count	12
state_count	16
operation_count	32
failure_contract_count	18
inherited_validation_rule_count	24
expected_future_receipt_row_count	41
current_authorized_coordinate_count	0
current_provider_read_count	0
current_populated_local_path_count	0
success_receipt_state	CANDIDATE_ONLY_SEPARATE_ACCEPTANCE_REQUIRED
local_path_discovery_authorized	NO
provider_byte_read_authorized	NO
evidence_transaction_execution_authorized	NO
local_supply_map_produced	NO
materializer_execution_authorized	NO
generation_root_creation_authorized	NO
target_population_authorized	NO
materialization_authorized	NO
publication_authorized	NO
deployment_authorized	NO
activation_authorized	NO
input_contract_sha256	fbb7b3e45ad45a7bffdf8fe8b6f483233c2fe048d809f2685796ba9e60a15089
state_machine_sha256	0d6005e4b188d98f1e44b4159db0db9f75314a047de7a2b95a0e680a19ed0f40
operation_contract_sha256	4269a87f864c22ce4bc920d4ac892483211245c64cf20e50b537e2c39e32b664
failure_contract_sha256	eb49b325251af50524e17ae5136661418c922cb2107c94d83b9c3a1f736b7adb
receipt_contract_sha256	1fb99dbbc3581af9b77a52d34e2c6d25a51b245952491d4cf034b67e5ffd7dcd
next_action	review-and-accept-read-only-selected-provider-local-supply-map-evidence-transaction-design-boundary
authority_effect	QUALIFIED_NON_EXECUTING_READ_ONLY_EVIDENCE_TRANSACTION_DESIGN_CANDIDATE_ONLY
prohibited_inference	DESIGN_DOES_NOT_AUTHORIZE_PATH_DISCOVERY_PROVIDER_OR_RESULT_DOWNLOAD_ARCHIVE_OR_PACKAGE_EXTRACTION_BYTE_READ_LOCAL_MAP_ACCEPTANCE_EXECUTION_ROOT_CREATION_POPULATION_MATERIALIZATION_PUBLICATION_DEPLOYMENT_OR_ACTIVATION
