row_scope	identity_key	identity_label	fg	review	disposition	canonical_registry_ref	authority_issue_ids	authority
OBJECT:SEMANTIC	selected:4ee38d151c6295abdf75	chrome_100_percent.pak	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:1a917ebb826c2f352e75	chrome_200_percent.pak	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:d407e5972dcf3fef2e6e	icudtl.dat	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:cee6e1b59063aa34ac35	en-US.pak	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:abc16491239f2afa0e14	resources.pak	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:de694334d10a4d2623cf	v8_context_snapshot.bin	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:885dfd045b314ba5e711	libEGL.so	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:63f91705901d3c4b645c	libGLESv2.so	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:f1295e57514c71b72586	libffmpeg.so	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:d269723210edc245fc4f	libvulkan.so.1	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
OBJECT:SEMANTIC	selected:671ec167c9aee2ad084c	obsidian	-	OUTSIDE	APPLICATION_LOCAL_REFERENCE_AUTHORITY	-	-	APP_LOCAL_REFERENCE_ACCEPTED_TARGET_DOMAIN_NOT_POPULATED
