row_scope	identity_key	identity_label	fg	review	disposition	canonical_registry_ref	authority_issue_ids	authority
OBJECT:SEMANTIC	selected:23d152f1080f5a3f8543	gschemas.compiled	FG_GENERATED_GSETTINGS	OUTSIDE	DATA_CAPABILITY_AUTHORITY_OPEN	-	AUTH-008	AUTHORITY_OPEN
OBJECT:SEMANTIC	selected:8f18012c5a51659a92f6	NotoSansCJK-Regular.ttc	FG_COPIED_FONT	OUTSIDE	DATA_CAPABILITY_AUTHORITY_OPEN	-	AUTH-008	AUTHORITY_OPEN
OBJECT:SEMANTIC	selected:18e401195096d25b848e	DejaVuMathTeXGyre.ttf	FG_COPIED_FONT	OUTSIDE	DATA_CAPABILITY_AUTHORITY_OPEN	-	AUTH-008	AUTHORITY_OPEN
OBJECT:SEMANTIC	selected:b84d5538f1fba234b931	DejaVuSansMono-Bold.ttf	FG_COPIED_FONT	OUTSIDE	DATA_CAPABILITY_AUTHORITY_OPEN	-	AUTH-008	AUTHORITY_OPEN
OBJECT:SEMANTIC	selected:d7d61d974af907872ae1	DejaVuSansMono.ttf	FG_COPIED_FONT	OUTSIDE	DATA_CAPABILITY_AUTHORITY_OPEN	-	AUTH-008	AUTHORITY_OPEN
OBJECT:SEMANTIC	selected:c56980366abb0f109634	LC_ADDRESS	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:c39329bc8f9fd0a7bd7faa92	AUTH-001;AUTH-008	POLICY_OPEN
OBJECT:SEMANTIC	selected:0bf683922a203d5e6cbf	LC_COLLATE	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:f062bf818ec7c394208e4b12	AUTH-001;AUTH-008	POLICY_OPEN
OBJECT:SEMANTIC	selected:d5b550feb81ec3343b69	LC_CTYPE	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:1257597210f43630e7c8a745	AUTH-001;AUTH-008	POLICY_OPEN
OBJECT:SEMANTIC	selected:1320eec056bc603c5bb6	LC_IDENTIFICATION	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:2dfac9ea94abf72ba888bcbe	AUTH-001;AUTH-008	POLICY_OPEN
OBJECT:SEMANTIC	selected:62f39d547393cc53317b	LC_MEASUREMENT	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:c2200fc75f8f268d9e8d7107	AUTH-001;AUTH-008	POLICY_OPEN
OBJECT:SEMANTIC	selected:5723c53b10ad9778cf1e	SYS_LC_MESSAGES	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:ff22236475c720a2c0c598e1	AUTH-001;AUTH-008	POLICY_OPEN
OBJECT:SEMANTIC	selected:2c250f2a07af4d46cf25	LC_MONETARY	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:aa4205372efcb950e2cb6f37	AUTH-001;AUTH-008	POLICY_OPEN
OBJECT:SEMANTIC	selected:c21c9e2893a96d410c6d	LC_NAME	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:2d776e660519a0af4e766d36	AUTH-001;AUTH-008	POLICY_OPEN
OBJECT:SEMANTIC	selected:b8a5dd35fa872ea8c4d7	LC_NUMERIC	-	PRIORITY	DATA_CAPABILITY_GLIBC_COUPLED	object:5172617c05a37b20bf980ca0	AUTH-001;AUTH-008	POLICY_OPEN
